WAVEHEIGHT,WAVEDFROM,WAVEPERIOD,LAT,LNG,TIME,SEANAME,RISK,CELLSYSID
1.3,西南,4.2,39.75,121.25,2020-3-6 14:00,渤海,10.4,14
0.9,西南,3.5,39.75,121.75,2020-3-6 14:00,渤海,7.2,15
0.6,南东南,2.6,37.75,118.75,2020-3-6 14:00,渤海,4.8,60
0.9,南东南,3.1,37.75,119.25,2020-3-6 14:00,渤海,7.2,61
0.9,南西南,3.1,37.75,119.75,2020-3-6 14:00,渤海,7.2,62
0.5,南,2.5,35.25,123.25,2020-3-6 14:00,黄海中部,4,107
0.3,南,2.3,35.25,123.75,2020-3-6 14:00,黄海中部,2.4,108
0.5,东东南,2.6,34.75,119.25,2020-3-6 14:00,黄海南部,4,109
0.8,东南,3,32.25,121.75,2020-3-6 14:00,启东近岸海域,6.4,153
0.9,东东南,3.4,32.25,122.25,2020-3-6 14:00,启东近岸海域,7.2,154
0.9,东东北,4.9,29.25,122.75,2020-3-6 14:00,象山东部近岸海域,7.2,197
1,东北,5.3,29.25,123.25,2020-3-6 14:00,东海西南部,8,198
1,东北,5.4,29.25,123.75,2020-3-6 14:00,东海西南部,8,199
1.4,东北,6.2,26.75,123.75,2020-3-6 14:00,东海西南部,11.2,242
1.4,东北,6.2,26.75,124.25,2020-3-6 14:00,台湾以东洋面,11.2,243
0.2,东,2,26.25,119.75,2020-3-6 14:00,西洋浮鹰近岸海域,1.6,244
1.4,东,6.8,24.25,121.75,2020-3-6 14:00,台湾以东洋面,11.2,287
1.9,东东北,6.6,24.25,122.25,2020-3-6 14:00,台湾以东洋面,15.2,288
1.7,东东北,6.3,24.25,122.75,2020-3-6 14:00,台湾以东洋面,13.6,289
1.7,东北,6.3,24.25,123.25,2020-3-6 14:00,台湾以东洋面,13.6,290
1.6,东北,5.3,22.25,118.25,2020-3-6 14:00,南海东北部,12.8,333
1.5,东北,5.2,22.25,118.75,2020-3-6 14:00,南海东北部,12,334
2.3,东东北,6.2,21.25,117.25,2020-3-6 14:00,南海东北部,18.4,378
2.3,东东北,6.1,21.25,117.75,2020-3-6 14:00,南海东北部,18.4,379
2.2,东东北,6.1,21.25,118.25,2020-3-6 14:00,南海东北部,17.6,380
2.4,东,6.6,20.25,112.75,2020-3-6 14:00,南海西北部,19.2,424
2.4,东,6.6,20.25,113.25,2020-3-6 14:00,南海西北部,19.2,425
2.4,东东北,6.7,20.25,113.75,2020-3-6 14:00,南海西北部,19.2,426
2.3,东东北,6.6,19.25,111.75,2020-3-6 14:00,南海中西北部,18.4,470
2.4,东东北,6.8,19.25,112.25,2020-3-6 14:00,南海中西北部,19.2,471
2.5,东东北,6.8,19.25,112.75,2020-3-6 14:00,南海中西北部,20,472
0.5,南,2.6,39.75,122.75,2020-3-6 14:00,黄海北部,4,16
0.7,南,3.2,39.75,123.25,2020-3-6 14:00,黄海北部,5.6,17
0.6,南,3.2,39.75,123.75,2020-3-6 14:00,黄海北部,4.8,18
0.3,南东南,1.8,39.75,124.25,2020-3-6 14:00,黄海北部,2.4,19
0.6,西南,2.8,37.75,120.25,2020-3-6 14:00,渤海,4.8,63
0.5,南西南,2.6,37.75,120.75,2020-3-6 14:00,渤海,4,64
0.4,南,2.1,37.75,121.25,2020-3-6 14:00,黄海北部,3.2,65
0.8,东东南,3,34.75,119.75,2020-3-6 14:00,黄海南部,6.4,110
1,东南,3.3,34.75,120.25,2020-3-6 14:00,黄海南部,8,111
1,南东南,3.3,34.75,120.75,2020-3-6 14:00,滨海近岸海域,8,112
0.8,东,3.6,32.25,122.75,2020-3-6 14:00,东海西北部,6.4,155
0.7,东东北,3.7,32.25,123.25,2020-3-6 14:00,东海西北部,5.6,156
0.7,东北,4.1,32.25,123.75,2020-3-6 14:00,东海西北部,5.6,157
1,北东北,5.6,29.25,124.25,2020-3-6 14:00,东海西南部,8,200
1.1,北东北,5.6,29.25,124.75,2020-3-6 14:00,东海西南部,8.8,201
0.1,南,0.9,28.75,121.75,2020-3-6 14:00,象山南部近岸海域,0.8,202
1,东,4.9,26.25,120.25,2020-3-6 14:00,西洋浮鹰近岸海域,8,245
1.3,东东北,5.5,26.25,120.75,2020-3-6 14:00,西洋浮鹰近岸海域,10.4,246
1.3,东东北,5.6,26.25,121.25,2020-3-6 14:00,东海西南部,10.4,247
1.1,东东北,4.6,23.75,117.75,2020-3-6 14:00,东山湾,8.8,291
1.6,东北,5.3,23.75,118.25,2020-3-6 14:00,龙海市近岸海域,12.8,292
1.4,东北,5.1,22.25,119.25,2020-3-6 14:00,台湾海峡,11.2,335
1.1,北东北,5,22.25,119.75,2020-3-6 14:00,台湾海峡,8.8,336
0.6,北西北,4.4,22.25,120.25,2020-3-6 14:00,台湾海峡,4.8,337
2.2,东东北,6.1,21.25,118.75,2020-3-6 14:00,南海东北部,17.6,381
2.2,东东北,6.1,21.25,119.25,2020-3-6 14:00,南海东北部,17.6,382
2.4,东东北,5.8,21.25,119.75,2020-3-6 14:00,南海东北部,19.2,383
2.5,东东北,6.6,20.25,114.25,2020-3-6 14:00,南海西北部,20,427
2.5,东东北,6.6,20.25,114.75,2020-3-6 14:00,南海东北部,20,428
2.6,东东北,6.7,20.25,115.25,2020-3-6 14:00,南海东北部,22,429
2.6,东东北,6.8,19.25,113.25,2020-3-6 14:00,南海中西北部,22,473
2.6,东东北,6.8,19.25,113.75,2020-3-6 14:00,南海中西北部,22,474
2.7,东东北,6.8,19.25,114.25,2020-3-6 14:00,南海中西北部,24,475
0.5,南东南,2.8,39.25,117.75,2020-3-6 14:00,渤海,4,20
0.5,南东南,2.9,39.25,118.25,2020-3-6 14:00,渤海,4,21
0.7,南东南,3.4,39.25,118.75,2020-3-6 14:00,渤海,5.6,22
0.5,南西南,2.4,37.75,121.75,2020-3-6 14:00,黄海北部,4,66
0.6,南,2.7,37.75,122.25,2020-3-6 14:00,黄海北部,4.8,67
1,南,3.3,37.75,122.75,2020-3-6 14:00,黄海北部,8,68
0.9,南,3.3,34.75,121.25,2020-3-6 14:00,黄海南部,7.2,113
0.9,南,3.2,34.75,121.75,2020-3-6 14:00,黄海南部,7.2,114
0.7,南,3,34.75,122.25,2020-3-6 14:00,黄海南部,5.6,115
0.7,北东北,4.4,32.25,124.25,2020-3-6 14:00,东海西北部,5.6,158
0.6,北东北,4.7,32.25,124.75,2020-3-6 14:00,东海西北部,4.8,159
0.6,东南,2.6,31.75,121.75,2020-3-6 14:00,启东近岸海域,4.8,160
0.8,东,4.9,28.75,122.25,2020-3-6 14:00,象山东部近岸海域,6.4,203
1,东东北,5.2,28.75,122.75,2020-3-6 14:00,象山东部近岸海域,8,204
1.4,东东北,5.8,26.25,121.75,2020-3-6 14:00,东海西南部,11.2,248
1.5,东北,5.8,26.25,122.25,2020-3-6 14:00,东海西南部,12,249
1.5,东北,6,26.25,122.75,2020-3-6 14:00,东海西南部,12,250
1.6,东北,5.3,23.75,118.75,2020-3-6 14:00,台湾海峡,12.8,293
1.6,北东北,5.1,23.75,119.25,2020-3-6 14:00,台湾海峡,12.8,294
1.5,北东北,5.1,23.75,119.75,2020-3-6 14:00,台湾海峡,12,295
2.1,东东北,6.8,22.25,121.25,2020-3-6 14:00,台湾以东洋面,16.8,338
2.4,东东北,7.1,22.25,121.75,2020-3-6 14:00,台湾以东洋面,19.2,339
2.4,东东北,7,22.25,122.25,2020-3-6 14:00,台湾以东洋面,19.2,340
1,东东南,4.2,21.75,112.25,2020-3-6 14:00,南海西北部,8,341
2.4,东东北,5.8,21.25,120.25,2020-3-6 14:00,南海东北部,19.2,384
2.4,东东北,6.1,21.25,120.75,2020-3-6 14:00,巴士海峡,19.2,385
0.3,东东南,3.5,20.75,107.25,2020-3-6 14:00,北部湾,2.4,386
2.6,东东北,6.7,20.25,115.75,2020-3-6 14:00,南海东北部,22,430
2.7,东东北,6.7,20.25,116.25,2020-3-6 14:00,南海东北部,24,431
2.8,东东北,6.7,20.25,116.75,2020-3-6 14:00,南海东北部,26,432
2.8,东东北,6.8,19.25,0,2020-3-6 14:00,南海中西北部,26,476
2.9,东东北,6.8,19.25,115.25,2020-3-6 14:00,南海中西北部,28,477
3,东东北,6.8,19.25,115.75,2020-3-6 14:00,南海中东部,30,478
1.1,南,4,39.25,119.25,2020-3-6 14:00,渤海,8.8,23
1.3,南,4.2,39.25,119.75,2020-3-6 14:00,渤海,10.4,24
1,南西南,3.3,37.75,123.25,2020-3-6 14:00,黄海北部,8,69
0.9,南西南,3.2,37.75,123.75,2020-3-6 14:00,黄海北部,7.2,70
0.6,南东南,2.5,37.25,118.75,2020-3-6 14:00,渤海,4.8,71
0.6,南,2.7,34.75,122.75,2020-3-6 14:00,黄海南部,4.8,116
0.5,南东南,2.6,34.75,123.25,2020-3-6 14:00,黄海南部,4,117
0.3,东北,2.7,34.75,123.75,2020-3-6 14:00,黄海南部,2.4,118
0.9,东东南,3.4,31.75,122.25,2020-3-6 14:00,启东近岸海域,7.2,161
0.9,东,3.7,31.75,122.75,2020-3-6 14:00,东海西北部,7.2,162
1.1,东北,5.5,28.75,123.25,2020-3-6 14:00,东海西南部,8.8,205
1.1,东北,5.7,28.75,123.75,2020-3-6 14:00,东海西南部,8.8,206
1.1,北东北,5.7,28.75,124.25,2020-3-6 14:00,东海西南部,8.8,207
1.1,北东北,5.7,28.75,124.75,2020-3-6 14:00,东海西南部,8.8,208
1.5,东北,6.2,26.25,123.25,2020-3-6 14:00,东海西南部,12,251
1.5,东北,6.3,26.25,123.75,2020-3-6 14:00,台湾以东洋面,12,252
1.1,南东南,4.1,23.75,120.25,2020-3-6 14:00,台湾海峡,8.8,296
2,东东北,7.2,23.75,121.75,2020-3-6 14:00,台湾以东洋面,16,297
2.1,东东北,6.9,23.75,122.25,2020-3-6 14:00,台湾以东洋面,16.8,298
1.1,东东南,4.5,21.75,112.75,2020-3-6 14:00,南海西北部,8.8,342
1.5,东东南,5.5,21.75,113.25,2020-3-6 14:00,南海西北部,12,343
0.7,东东南,3.8,20.75,107.75,2020-3-6 14:00,北部湾,5.6,387
0.8,东东南,3.4,20.75,108.25,2020-3-6 14:00,北部湾,6.4,388
0.7,东东南,3.1,20.75,108.75,2020-3-6 14:00,北部湾,5.6,389
2.8,东东北,6.6,20.25,117.25,2020-3-6 14:00,南海东北部,26,433
2.8,东东北,6.4,20.25,117.75,2020-3-6 14:00,南海东北部,26,434
2.8,东东北,6.3,20.25,118.25,2020-3-6 14:00,南海东北部,26,435
3.1,东东北,6.8,19.25,116.25,2020-3-6 14:00,南海中东部,32,479
3,东东北,6.8,19.25,116.75,2020-3-6 14:00,南海中东部,30,480
3,东北,6.8,19.25,117.25,2020-3-6 14:00,南海中东部,30,481
1.4,南西南,4.3,39.25,120.25,2020-3-6 14:00,渤海,11.2,25
1.4,南西南,4.3,39.25,120.75,2020-3-6 14:00,渤海,11.2,26
1,西南,4,39.25,121.25,2020-3-6 14:00,渤海,8,27
0.5,南东南,2.2,37.25,119.25,2020-3-6 14:00,渤海,4,72
0.5,南,2.1,37.25,119.75,2020-3-6 14:00,渤海,4,73
0.9,南,3,37.25,122.75,2020-3-6 14:00,黄海北部,7.2,74
0.9,南西南,3.1,37.25,123.25,2020-3-6 14:00,黄海北部,7.2,75
0.8,东南,3,34.25,120.25,2020-3-6 14:00,响水近岸海域,6.4,119
0.9,南东南,3.3,34.25,120.75,2020-3-6 14:00,滨海近岸海域,7.2,120
0.8,东东北,3.9,31.75,123.25,2020-3-6 14:00,东海西北部,6.4,163
0.8,东北,4.3,31.75,123.75,2020-3-6 14:00,东海西北部,6.4,164
0.7,北东北,4.7,31.75,124.25,2020-3-6 14:00,东海西北部,5.6,165
0.7,北东北,5.1,31.75,124.75,2020-3-6 14:00,东海西北部,5.6,166
0,南,0.8,28.25,121.25,2020-3-6 14:00,温岭近岸海域,0,209
0.7,东东南,5.7,28.25,121.75,2020-3-6 14:00,椒江近岸海域,5.6,210
1.6,东北,6.4,26.25,124.25,2020-3-6 14:00,台湾以东洋面,12.8,253
0.8,东东北,4.2,25.75,119.75,2020-3-6 14:00,长乐近岸海域,6.4,254
1.4,东东北,5.2,25.75,120.25,2020-3-6 14:00,长乐近岸海域,11.2,255
2.1,东东北,6.7,23.75,122.75,2020-3-6 14:00,台湾以东洋面,16.8,299
0.4,东南,3,23.25,116.75,2020-3-6 14:00,南海东北部,3.2,300
0.5,东,3.5,23.25,117.25,2020-3-6 14:00,诏安县近岸海域,4,301
1.6,东,5.5,21.75,113.75,2020-3-6 14:00,南海西北部,12.8,344
2,东,6,21.75,114.25,2020-3-6 14:00,南海西北部,16,345
0.6,东南,2.8,20.75,109.25,2020-3-6 14:00,北部湾,4.8,390
0.3,东南,1.7,20.75,109.75,2020-3-6 14:00,北部湾,2.4,391
2.8,东东北,6.3,20.25,118.75,2020-3-6 14:00,南海东北部,26,436
2.8,东东北,6.2,20.25,119.25,2020-3-6 14:00,南海东北部,26,437
3,东北,6.7,19.25,117.75,2020-3-6 14:00,南海中东部,30,482
3,东北,6.5,19.25,118.25,2020-3-6 14:00,南海中东部,30,483
1.2,东北,4.7,11.75,110.25,2020-3-6 14:00,南海西南部,9.6,11110A
1.5,北,6.1,11.75,118.75,2020-3-6 14:00,南海东南部,12,1111BB
3,东北,6.8,18.25,117.25,2020-3-6 14:00,南海中东部,30,530
3.1,东北,6.8,18.25,117.75,2020-3-6 14:00,南海中东部,32,531
2.9,东北,7,17.25,117.75,2020-3-6 14:00,南海中东部,28,575
2.8,北东北,7.1,17.25,118.25,2020-3-6 14:00,南海中东部,26,576
1.7,东北,6.7,15.75,111.75,2020-3-6 14:00,南海中西北部,13.6,620
1.7,东北,6.5,15.75,112.25,2020-3-6 14:00,南海中西北部,13.6,621
2.4,北东北,7.8,14.75,117.25,2020-3-6 14:00,南海中东部,19.2,665
1.9,北东北,7.5,14.75,117.75,2020-3-6 14:00,南海中东部,15.2,666
1.7,北东北,6.5,13.25,114.25,2020-3-6 14:00,南海西南部,13.6,710
1.9,北东北,6.9,13.25,114.75,2020-3-6 14:00,南海东南部,15.2,711
2,北东北,7.1,13.25,115.25,2020-3-6 14:00,南海东南部,16,712
1.3,东北,5.1,11.75,111.75,2020-3-6 14:00,南海西南部,10.4,755
1.3,北东北,5.1,11.75,112.25,2020-3-6 14:00,南海西南部,10.4,756
1.2,北东北,5,11.75,112.75,2020-3-6 14:00,南海西南部,9.6,757
1.3,东北,4.6,10.25,111.75,2020-3-6 14:00,南海西南部,10.4,801
1.2,北东北,4.6,10.25,112.25,2020-3-6 14:00,南海西南部,9.6,802
1.3,东北,4.9,8.75,110.75,2020-3-6 14:00,南海西南部,10.4,846
1.2,东北,4.8,8.75,111.25,2020-3-6 14:00,南海西南部,9.6,847
1.1,北东北,4.8,8.75,111.75,2020-3-6 14:00,南海西南部,8.8,848
0.9,北东北,4.9,7.25,112.25,2020-3-6 14:00,南海西南部,7.2,891
0.8,北东北,4.9,7.25,112.75,2020-3-6 14:00,南海西南部,6.4,892
0.7,北东北,4.9,7.25,113.25,2020-3-6 14:00,南海西南部,5.6,893
0.9,北东北,4.6,4.75,112.25,2020-3-6 14:00,南海西南部,7.2,937
0.8,北东北,4.6,4.75,112.75,2020-3-6 14:00,南海西南部,6.4,938
1.9,北东北,9.2,34.25,130.25,2020-3-6 14:00,东海东北部,15.2,1273
0.4,北,4.2,33.75,125.25,2020-3-6 14:00,黄海南部,3.2,1351
0.4,北西北,3.9,33.75,125.75,2020-3-6 14:00,东海东北部,3.2,1352
0.7,西南,5.3,31.25,127.75,2020-3-6 14:00,东海东北部,5.6,1736
0.6,北西北,4.7,31.25,128.25,2020-3-6 14:00,东海东北部,4.8,1737
0.5,西北,4.4,31.25,128.75,2020-3-6 14:00,东海东北部,4,1738
1.1,北,5.6,28.75,127.75,2020-3-6 14:00,东海东南部,8.8,2086
1,北,5.8,28.75,128.25,2020-3-6 14:00,东海东南部,8,2087
1.1,北,5.9,28.25,128.75,2020-3-6 14:00,东海东南部,8.8,2168
2.3,东北,5.9,20.75,121.25,2020-3-6 14:00,巴士海峡,18.4,20121A
1.5,北东北,5.1,20.75,121.75,2020-3-6 14:00,巴士海峡,12,20121B
2.8,东北,6.1,20.25,120.25,2020-3-6 14:00,南海东北部,26,20120C
1.3,东东北,7.3,15.75,108.75,2020-3-6 14:00,北部湾,10.4,15108B
1.5,东北,7.2,15.75,109.25,2020-3-6 14:00,北部湾,12,15109A
1.6,东北,7,15.75,109.75,2020-3-6 14:00,北部湾,12.8,15109B
2.1,北,7.9,15.75,119.25,2020-3-6 14:00,南海中东部,16.8,15119A
1.4,北,6.7,11.75,119.25,2020-3-6 14:00,南海东南部,11.2,11119A
0.4,西西北,4.1,11.75,119.75,2020-3-6 14:00,南海东南部,3.2,11119B
0.3,东,3.3,11.75,120.25,2020-3-6 14:00,,2.4,11120A
3,东北,6.7,18.25,118.25,2020-3-6 14:00,南海中东部,30,532
0.9,东东北,5.1,17.75,107.25,2020-3-6 14:00,北部湾,7.2,533
1,东东北,5.2,17.75,107.75,2020-3-6 14:00,北部湾,8,534
2.6,北东北,7.4,17.25,118.75,2020-3-6 14:00,南海中东部,22,577
1.7,东东北,6.9,16.75,109.25,2020-3-6 14:00,北部湾,13.6,578
1.8,东东北,7.1,16.75,109.75,2020-3-6 14:00,北部湾,14.4,579
2.3,东北,7.3,15.75,112.75,2020-3-6 14:00,南海中西北部,18.4,622
2.3,东北,7.3,15.75,113.25,2020-3-6 14:00,南海中西北部,18.4,623
1.9,北东北,7,15.75,113.75,2020-3-6 14:00,南海中西北部,15.2,624
2.3,北,8.2,14.75,118.25,2020-3-6 14:00,南海中东部,18.4,667
2.2,北,8.1,14.75,118.75,2020-3-6 14:00,南海中东部,17.6,668
1.4,东北,6.3,14.25,110.75,2020-3-6 14:00,南海西南部,11.2,669
2,北东北,7.2,13.25,115.75,2020-3-6 14:00,南海东南部,16,713
2.1,北东北,7.3,13.25,116.25,2020-3-6 14:00,南海东南部,16.8,714
2.1,北东北,7.4,13.25,116.75,2020-3-6 14:00,南海东南部,16.8,715
1.2,北东北,5.1,11.75,113.25,2020-3-6 14:00,南海西南部,9.6,758
1.3,北东北,5.3,11.75,113.75,2020-3-6 14:00,南海西南部,10.4,759
1.4,北东北,5.5,11.75,114.25,2020-3-6 14:00,南海西南部,11.2,760
1.2,北东北,4.5,10.25,112.75,2020-3-6 14:00,南海西南部,9.6,803
1.1,北东北,4.4,10.25,113.25,2020-3-6 14:00,南海西南部,8.8,804
1,北东北,4.1,10.25,113.75,2020-3-6 14:00,南海西南部,8,805
1,北东北,4.4,8.75,112.25,2020-3-6 14:00,南海西南部,8,849
1,北东北,4.2,8.75,112.75,2020-3-6 14:00,南海西南部,8,850
0.7,北东北,5,7.25,113.75,2020-3-6 14:00,南海西南部,5.6,894
0.5,东北,4.5,7.25,114.25,2020-3-6 14:00,南海西南部,4,895
0.7,北东北,5.1,7.25,114.75,2020-3-6 14:00,南海东南部,5.6,896
0.8,北东北,4.6,4.75,113.25,2020-3-6 14:00,南海西南部,6.4,939
0.8,北东北,5.5,4.25,111.25,2020-3-6 14:00,南海西南部,6.4,940
0.8,北东北,5,4.25,111.75,2020-3-6 14:00,南海西南部,6.4,941
0.3,北西北,3.6,33.75,126.75,2020-3-6 14:00,东海东北部,2.4,1354
0.4,东北,5.5,33.75,127.25,2020-3-6 14:00,东海东北部,3.2,1355
0.6,东北,6.7,33.75,127.75,2020-3-6 14:00,东海东北部,4.8,1356
0.6,西北,4.5,31.25,129.25,2020-3-6 14:00,东海东北部,4.8,1739
0.9,北东北,5.4,30.75,125.25,2020-3-6 14:00,东海西北部,7.2,1811
1.2,北东北,5.9,28.25,125.25,2020-3-6 14:00,东海西南部,9.6,2161
1.2,北东北,5.9,28.25,125.75,2020-3-6 14:00,东海东南部,9.6,2162
1.2,北东北,5.8,28.25,126.25,2020-3-6 14:00,东海东南部,9.6,2163
2.7,东北,6.1,20.25,120.75,2020-3-6 14:00,巴士海峡,24,20120D
2.5,东北,5.9,20.25,121.25,2020-3-6 14:00,巴士海峡,20,20121C
1.7,东东北,5.3,20.25,121.75,2020-3-6 14:00,巴士海峡,13.6,20121D
1.1,北西北,6.4,15.75,119.75,2020-3-6 14:00,南海中东部,8.8,15119B
1.4,东北,7.3,15.25,109.25,2020-3-6 14:00,北部湾,11.2,15109C
1,东南,3.8,18.75,107.75,2020-3-6 14:00,北部湾,8,489
1.1,东南,3.6,18.75,108.25,2020-3-6 14:00,北部湾,8.8,490
1.5,东,6,18.75,110.25,2020-3-6 14:00,南海中西北部,12,491
2.1,东东北,6.6,18.75,110.75,2020-3-6 14:00,南海中西北部,16.8,492
1.1,东,5.1,17.75,108.25,2020-3-6 14:00,北部湾,8.8,535
1.3,东,5.4,17.75,108.75,2020-3-6 14:00,北部湾,10.4,536
1.6,东东北,6.4,17.75,109.25,2020-3-6 14:00,北部湾,12.8,537
1.8,东东北,7.2,16.75,110.25,2020-3-6 14:00,北部湾,14.4,580
1.9,东北,7.1,16.75,110.75,2020-3-6 14:00,南海中西北部,15.2,581
2,东北,7,16.75,111.25,2020-3-6 14:00,南海中西北部,16,582
0.2,东北,1.5,15.75,114.25,2020-3-6 14:00,南海中西北部,1.6,625
1.6,东东北,6.9,15.75,114.75,2020-3-6 14:00,南海中西北部,12.8,626
2.6,东北,7.5,15.75,115.25,2020-3-6 14:00,南海中西北部,22,627
1.5,东北,6.5,14.25,111.25,2020-3-6 14:00,南海西南部,12,670
1.6,东北,6.8,14.25,111.75,2020-3-6 14:00,南海西南部,12.8,671
1.7,东北,6.8,14.25,112.25,2020-3-6 14:00,南海西南部,13.6,672
2.1,北,7.5,13.25,117.25,2020-3-6 14:00,南海东南部,16.8,716
2.1,北,7.7,13.25,117.75,2020-3-6 14:00,南海东南部,16.8,717
1.4,北东北,5.8,11.75,114.75,2020-3-6 14:00,南海东南部,11.2,761
1.5,北东北,6.1,11.75,115.25,2020-3-6 14:00,南海东南部,12,762
1.5,北,6.2,11.75,115.75,2020-3-6 14:00,南海东南部,12,763
0.3,北西北,2.5,10.25,114.25,2020-3-6 14:00,南海西南部,2.4,806
0.9,北东北,4.2,10.25,114.75,2020-3-6 14:00,南海东南部,7.2,807
1,北东北,4.4,10.25,115.25,2020-3-6 14:00,南海东南部,8,808
1,北东北,4.1,8.75,113.25,2020-3-6 14:00,南海西南部,8,851
0.9,北东北,3.7,8.75,113.75,2020-3-6 14:00,南海西南部,7.2,852
0.9,北东北,4.1,8.75,114.25,2020-3-6 14:00,南海西南部,7.2,853
0.7,北东北,4.9,7.25,115.25,2020-3-6 14:00,南海东南部,5.6,897
1.3,东北,5,6.75,109.25,2020-3-6 14:00,南海西南部,10.4,898
0.8,北东北,4.6,4.25,112.25,2020-3-6 14:00,南海西南部,6.4,942
0.8,北东北,4.4,4.25,112.75,2020-3-6 14:00,南海西南部,6.4,943
0.7,北东北,5.3,3.75,111.75,2020-3-6 14:00,南海西南部,5.6,944
0.9,北东北,7.6,33.75,128.25,2020-3-6 14:00,东海东北部,7.2,1357
0.9,北东北,7.1,33.75,128.75,2020-3-6 14:00,东海东北部,7.2,1358
1.5,北东北,9.2,33.75,129.25,2020-3-6 14:00,东海东北部,12,1359
0.9,北东北,5.5,30.75,125.75,2020-3-6 14:00,东海东北部,7.2,1812
0.9,北东北,5.5,30.75,126.25,2020-3-6 14:00,东海东北部,7.2,1813
0.9,北东北,5.5,30.75,126.75,2020-3-6 14:00,东海东北部,7.2,1814
1.2,北东北,5.9,28.25,126.75,2020-3-6 14:00,东海东南部,9.6,2164
1.2,北,5.8,28.25,127.25,2020-3-6 14:00,东海东南部,9.6,2165
1.1,北,5.8,28.25,127.75,2020-3-6 14:00,东海东南部,8.8,2166
3,东北,6.3,19.75,119.75,2020-3-6 14:00,南海东北部,30,19119B
2.8,东北,6.2,19.75,120.25,2020-3-6 14:00,南海东北部,26,19120A
2.7,东北,6.2,19.75,120.75,2020-3-6 14:00,巴士海峡,24,19120B
1.4,东北,6.8,15.25,109.75,2020-3-6 14:00,北部湾,11.2,15109D
1.4,东北,6.3,15.25,110.25,2020-3-6 14:00,北部湾,11.2,15110C
2,北,8.1,15.25,119.25,2020-3-6 14:00,南海中东部,16,15119C
2.3,东东北,6.6,18.75,111.25,2020-3-6 14:00,南海中西北部,18.4,493
2.4,东东北,6.7,18.75,111.75,2020-3-6 14:00,南海中西北部,19.2,494
1.8,东东北,6.7,17.75,109.75,2020-3-6 14:00,北部湾,14.4,538
1.9,东东北,6.7,17.75,110.25,2020-3-6 14:00,北部湾,15.2,539
2.1,东东北,6.7,17.75,110.75,2020-3-6 14:00,南海中西北部,16.8,540
1.9,东北,6.5,16.75,111.75,2020-3-6 14:00,南海中西北部,15.2,583
1.6,东东北,6.4,16.75,112.25,2020-3-6 14:00,南海中西北部,12.8,584
2.7,东北,7.5,15.75,115.75,2020-3-6 14:00,南海中东部,24,628
2.7,东北,7.5,15.75,116.25,2020-3-6 14:00,南海中东部,24,629
1.5,北东北,6.4,14.25,112.75,2020-3-6 14:00,南海西南部,12,673
1.4,东北,5.8,14.25,113.25,2020-3-6 14:00,南海西南部,11.2,674
1.5,东北,6.1,14.25,113.75,2020-3-6 14:00,南海西南部,12,675
2.2,北,7.8,13.25,118.25,2020-3-6 14:00,南海东南部,17.6,718
2.2,北,7.4,13.25,118.75,2020-3-6 14:00,南海东南部,17.6,719
1.3,东北,5.6,12.75,110.75,2020-3-6 14:00,南海西南部,10.4,720
1.4,东北,5.8,12.75,111.25,2020-3-6 14:00,南海西南部,11.2,721
1.5,北,6.3,11.75,116.25,2020-3-6 14:00,南海东南部,12,764
0.9,北,5.4,11.75,116.75,2020-3-6 14:00,南海东南部,7.2,765
0.7,北东北,3.4,10.25,115.75,2020-3-6 14:00,南海东南部,5.6,809
0.7,北,3.4,10.25,116.25,2020-3-6 14:00,南海东南部,5.6,810
0.6,北东北,3.1,10.25,116.75,2020-3-6 14:00,南海东南部,4.8,811
0.9,北东北,4.2,8.75,114.75,2020-3-6 14:00,南海东南部,7.2,854
0.8,北东北,4,8.75,115.25,2020-3-6 14:00,南海东南部,6.4,855
0.6,北东北,3.8,8.75,115.75,2020-3-6 14:00,南海东南部,4.8,856
1.2,东北,4.9,6.75,109.75,2020-3-6 14:00,南海西南部,9.6,899
1.2,东北,4.8,6.75,110.25,2020-3-6 14:00,南海西南部,9.6,900
1,东北,4.7,6.75,110.75,2020-3-6 14:00,南海西南部,8,901
0.9,东北,4.4,6.75,111.25,2020-3-6 14:00,南海西南部,7.2,902
0.7,北东北,4.6,3.75,112.25,2020-3-6 14:00,南海西南部,5.6,945
0.8,西南,3.2,37.75,124.25,2020-3-6 14:00,黄海北部,6.4,7001
1.3,北东北,9.2,33.25,128.75,2020-3-6 14:00,东海东北部,10.4,1448
0.5,北,4.5,33.25,125.25,2020-3-6 14:00,黄海南部,4,1441
0.8,北东北,5.4,30.75,127.25,2020-3-6 14:00,东海东北部,6.4,1815
0.8,北,5.3,30.75,127.75,2020-3-6 14:00,东海东北部,6.4,1816
0.7,北,5.1,30.75,128.25,2020-3-6 14:00,东海东北部,5.6,1817
1.1,北,5.9,28.25,128.25,2020-3-6 14:00,东海东南部,8.8,2167
1.3,北东北,6,27.75,125.25,2020-3-6 14:00,东海西南部,10.4,2251
2.5,东北,6.1,19.75,121.25,2020-3-6 14:00,巴士海峡,20,19121A
2.3,东北,6.3,19.75,121.75,2020-3-6 14:00,巴士海峡,18.4,19121B
3,东北,6.3,19.25,119.75,2020-3-6 14:00,南海中东部,30,19119D
1.2,北西北,7,15.25,119.75,2020-3-6 14:00,南海中东部,9.6,15119D
1.3,东北,7,14.75,109.25,2020-3-6 14:00,北部湾,10.4,14109A
